pitcher balls strikes plate_x plate_z pitch_type stand
605400 1 0 -0.7808 1.2346 KC R
605400 0 0 1.6573 1.8363 FT R
669456 2 1 -0.2387 3.1393 FF R
669456 1 1 1.0524 0.6292 KC R
544931 3 2 -0.69 2.2382 CH L
669456 0 1 0.6501 0.931 KC R
669456 0 0 0.5624 2.8259 FF R
544931 2 2 0.2715 0.8148 CH L
669456 2 0 -0.2779 3.3709 SL R
544931 1 2 1.4119 -0.7405 CH L
669456 1 0 -1.0816 3.3452 KC R
544931 0 2 1.0774 1.8112 CU L
544931 0 1 -0.1351 3.2566 FF L
669456 0 0 1.2695 3.8231 FF R
544931 0 0 -0.2785 1.7112 CH L
669456 1 2 0.4019 2.8471 FF L
669456 1 1 -0.9901 3.1995 KC L
544931 0 0 0.6166 2.5183 CU R
669456 0 1 -1.4135 3.9104 KC L
544931 3 2 -0.7916 2.5168 CH L
544931 2 2 0.9197 0.2385 CU L
669456 0 0 -1.0026 2.9377 CH L
544931 1 2 -0.9822 1.0994 CH L
544931 0 2 -0.5781 1.1407 CH L
544931 0 1 0.4363 2.5976 FF L
544931 0 0 -1.0474 1.051 CH L
605400 1 2 0.1672 3.2162 FT L
605400 1 1 -0.9763 3.0901 FF L
605400 0 1 -0.2702 0.4627 CH L
605400 0 0 -0.6388 1.7046 KC L
605400 1 1 0.2627 1.5431 CH R
605400 0 1 1.0627 2.8344 FF R
605400 0 0 0.384 3.2644 FF R
605400 0 0 0.4011 2.3325 FF L
605400 1 2 0.2401 2.7248 FT L
605400 1 1 -0.4445 1.7806 CH L
605400 0 1 -1.2938 3.5588 FF L
605400 0 0 -0.537 1.7884 FF L
605400 2 1 -0.6809 2.5421 KC L
605400 1 1 -1.4414 2.4671 FF L
605400 0 1 -0.7364 0.7133 CH L
605400 0 0 -0.8308 1.3644 CH L
544931 3 2 1.3395 1.5603 CU L
669456 1 0 -0.0415 1.9896 SL R
669456 0 0 0.9608 0.7262 SL R
544931 2 2 -1.4343 3.58 FF L
544931 1 2 -1.2416 4.8448 FF L
669456 3 2 -0.081 2.2758 FF L
669456 2 2 0.3693 1.1514 KC L
544931 0 2 0.5638 0.4725 CH L
544931 0 1 -0.5388 2.2767 CH L
669456 1 2 -0.7219 5.402 FF L
669456 1 2 -0.1185 1.2781 KC L
544931 0 0 -0.7969 3.1089 FT L
669456 1 1 -0.8342 3.1792 FF L
544931 1 2 -0.0572 2.1281 CU R
544931 1 1 -0.4566 2.2148 CU R
669456 0 1 0.1221 4.6504 FF L
544931 1 0 -0.3213 2.9339 FF R
669456 0 0 -0.0806 2.522 CH L
669456 3 1 -0.9833 3.6897 FF R
544931 0 0 -0.4689 3.754 FF R
669456 2 1 -1.039 4.1868 SL R
544931 1 2 0.0695 2.6758 CU R
669456 1 1 1.1863 1.8632 KC R
544931 0 2 1.5206 0.5493 CU R
669456 1 0 0.472 2.0169 SL R
544931 0 1 0.0507 2.5318 FF R
544931 0 0 1.0844 1.0776 CU R
669456 0 0 1.2555 1.5411 KC R
669456 1 2 1.0163 1.2401 KC R
669456 1 1 0.3685 2.2794 FF R
669456 0 1 0.9458 1.6571 KC R
605400 1 1 0.869 2.6132 FT R
669456 0 0 -0.0178 2.9215 FF R
605400 0 1 1.1683 0.7899 KC R
605400 0 0 0.0921 1.5896 KC R
605400 2 0 -0.2282 1.4309 FT L
605400 1 0 -1.1964 2.4383 FF L
605400 0 0 0.0814 3.9235 FF L
605400 3 2 1.0127 2.73 FF R
605400 3 1 0.0753 2.5592 KC R
605400 2 1 1.0907 3.4114 FF R
605400 1 1 0.5989 1.0683 CH R
605400 0 1 1.3285 1.5267 FT R
605400 0 0 0.0896 3.2961 FF R
669456 2 0 0.1226 2.6725 SL R
544931 0 1 -0.597 1.6513 FT R
544931 0 0 0.2225 2.9403 CU R
669456 1 0 1.6423 0.238 SL R
544931 2 1 -0.2777 1.9108 CH R
669456 0 0 1.3683 1.0767 SL R
544931 2 0 -0.8863 2.5792 FT R
669456 1 2 0.3709 0.8561 KC R
544931 1 0 1.8855 0.5156 CU R
669456 1 1 0.3718 0.6683 KC R
544931 0 0 1.47 1.4889 CU R
669456 1 0 -0.1982 2.569 SL R
544931 0 0 -0.7417 2.8473 FT L
669456 0 0 0.4185 4.4825 FF R
544931 1 0 -0.5715 2.4983 FT L
669456 0 1 -0.0313 2.235 SL R
669456 0 0 0.113 2.6703 FF R
544931 0 0 0.1166 0.872 CU L
669456 0 2 0.2033 2.6696 SL R
669456 0 1 0.059 2.2766 SL R
669456 0 0 -0.1142 3.3521 SL R
605400 2 2 0.3858 1.1025 KC R
669456 0 2 1.2994 1.356 SL L
605400 2 1 -0.6518 2.3437 KC R
669456 0 2 -0.5719 2.3309 FF L
605400 1 1 1.1713 1.4514 FT R
605400 0 1 1.3151 1.6949 FT R
669456 0 1 -0.5325 2.4524 FF L
605400 0 0 0.3736 2.4341 FF R
669456 0 0 0.3831 3.3614 KC L
605400 0 0 -0.5817 0.9688 KC L
605400 2 2 0.4288 0.9973 KC R
605400 2 2 0.3066 2.1046 FF R
605400 1 2 1.7902 3.3167 FF R
605400 1 2 0.9562 1.7786 KC R
605400 1 1 -0.3111 2.1224 KC R
605400 1 0 -0.0101 2.9022 FT R
605400 0 0 1.0958 2.6324 FF R
544931 1 2 -1.5419 2.5172 CH R
544931 0 2 1.0338 0.6703 CH R
544931 0 2 0.6162 0.6853 CU R
544931 0 1 0.111 3.5523 FF R
544931 0 0 0.5765 2.7064 FF R
544931 1 2 0.1545 2.1219 CU L
544931 0 2 1.4676 0.9143 CU L
544931 0 1 -0.6414 2.9548 FT L
544931 0 0 0.2616 2.6136 FT L
544931 0 0 -0.0816 2.0245 FF L
669456 0 0 -0.8762 2.3723 FF R
669456 0 2 -0.3938 3.1448 FF L
669456 0 1 -0.8006 2.0415 CH L
669456 0 0 -0.3096 1.9261 FF L
669456 0 0 0.527 2.6912 FF R
545333 1 2 -0.2519 2.7718 KC L
545333 0 2 2.1448 -0.7756 KC L
545333 0 1 -0.5339 3.2088 FF L
545333 0 0 -0.1233 1.8027 FF L
545333 1 2 0.293 2.3705 FT R
545333 1 1 1.1102 2.0306 SL R
545333 0 1 -1.6418 2.1113 KC R
545333 0 0 0.2457 1.9851 FF R
545333 3 2 1.1101 2.2493 SL R
545333 2 2 1.2205 1.3178 FF R
545333 1 2 2.7206 0.7888 SL R
545333 0 2 0.8392 4.8829 FF R
545333 0 2 -0.7855 2.0221 KC R
545333 0 1 -0.7742 4.0402 FF R
545333 0 0 0.1964 2.9262 SL R
467100 3 2 -0.7162 1.8147 FT L
467100 3 2 -0.1813 2.5637 FF L
467100 3 2 0.0041 2.7382 CH L
467100 3 2 0.0921 2.7666 CH L
545333 0 0 0.2822 3.6011 FF L
467100 2 2 1.0306 1.1645 FC L
545333 0 0 0.3838 2.4965 FC R
545333 1 2 0.5929 0.7828 KC L
467100 1 2 -0.1504 4.3366 FF L
467100 0 2 -0.8454 4.1411 FF L
545333 1 1 0.8403 1.4168 KC L
467100 0 1 -0.3446 2.1845 CU L
545333 1 0 0.6733 3.0462 FF L
467100 0 0 0.2244 2.2623 FF L
545333 0 0 -1.3405 2.3815 SL L
467100 1 2 0.7629 1.8374 FC L
467100 1 2 -0.1044 2.9582 FF L
467100 1 2 0.3441 3.8499 FF L
467100 1 1 -0.2483 2.8864 CU L
467100 0 1 1.8351 0.336 CU L
467100 0 0 0.5871 2.3744 FF L
467100 0 2 -0.3268 2.1382 FC R
467100 0 1 -0.8586 1.9724 CH R
467100 0 0 -0.6277 2.4569 FF R
545333 0 0 -0.7994 2.8223 FF R
545333 3 2 -0.4775 3.765 FF L
545333 2 2 0.1451 0.9251 KC L
545333 2 2 0.5483 2.5691 FF L
545333 2 1 0.366 3.2364 FF L
545333 1 1 0.4435 4.6578 FF L
545333 1 0 0.6052 3.1275 FF L
545333 0 0 0.003 4.5962 FF L
545333 2 2 -0.3081 2.8095 CH L
545333 1 2 0.656 -0.0879 KC L
545333 1 1 -0.1213 3.6574 FF L
467100 0 0 -0.0019 2.4633 FF L
545333 0 1 -1.0558 3.9081 FF L
545333 0 0 0.1664 3.1993 FF L
467100 2 2 0.1154 1.6329 CH R
545333 2 2 0.3532 3.1677 FT L
467100 1 2 1.8179 1.3155 FC R
467100 1 1 0.2024 1.6966 CH R
545333 1 2 0.6349 0.0301 KC L
545333 1 1 0.6909 3.0389 FF L
467100 0 1 -2.0429 2.5998 FT R
545333 1 0 -0.0951 3.2669 FF L
467100 0 0 -0.7567 2.8301 FF R
467100 0 1 -0.657 1.4729 CH L
545333 0 0 -1.0899 3.568 FF L
545333 3 2 0.0762 1.6159 FC R
467100 0 0 -0.3745 1.8604 CH L
545333 2 2 2.329 -1.2947 FC R
545333 2 1 0.0683 2.36 FF R
545333 1 1 0.7034 3.3463 FF R
545333 1 0 -0.3992 3.3535 FF R
545333 0 0 -1.0632 3.7655 FF R
467100 0 1 -0.4074 2.1737 CU L
467100 0 0 0.0222 1.831 CU L
467100 3 1 -0.1046 3.5473 FF L
467100 3 0 -0.4569 2.5981 FT L
467100 2 0 -0.865 3.6751 FF L
467100 1 0 1.5303 -0.5181 CU L
467100 0 0 0.1847 1.2416 CU L
467100 0 2 0.4109 2.2993 FC R
467100 0 1 -1.364 1.8907 FT R
467100 0 0 -1.2251 2.4412 FT R
467100 2 2 0.1226 2.7136 FT L
467100 1 2 -0.5545 3.8598 FF L
467100 1 1 -0.4675 2.3694 CU L
545333 0 2 0.8619 2.5467 SL R
545333 0 1 -0.2497 4.1239 FF R
467100 1 0 -0.4813 3.1934 CU L
467100 0 0 -1.3276 2.7555 CU L
545333 0 0 -0.3151 2.2314 FF R
467100 1 0 -0.0996 2.9899 CH L
545333 0 0 0.1813 1.9909 FC L
545333 0 2 1.7145 2.5361 SL R
467100 0 0 -1.5802 2.2271 CH L
545333 0 1 -0.1602 2.5646 KC R
545333 0 0 -0.5424 2.4698 FF R
545333 0 1 -0.3998 1.763 CH L
545333 0 0 0.6748 2.7109 FF L
467100 1 2 0.148 1.9261 FT R
467100 0 2 0.0239 1.3333 FC R
467100 0 1 -1.293 2.9031 FT R
467100 0 0 -0.5699 3.0068 FT R
467100 1 2 -0.039 2.6549 FT L
467100 0 2 -1.2031 4.8733 FF L
467100 0 2 -0.6433 2.3426 CU L
467100 0 1 -0.6559 3.031 CU L
545333 2 2 0.1429 2.6551 SL R
467100 0 0 -0.5659 3.5918 FF L
545333 1 2 2.4001 1.2888 SL R
545333 1 1 0.1649 2.9796 SL R
467100 1 1 -0.7804 3.2619 FC R
467100 0 1 0.6991 1.4174 FC R
545333 0 1 -0.1155 0.6597 CH R
467100 0 0 0.1435 1.7121 CU R
545333 0 0 -0.07 1.7577 SL R
545333 0 2 -0.1225 1.045 KC L
545333 0 1 0.7488 2.2017 FF L
545333 0 0 -0.3366 2.2125 SL L
545333 2 1 -0.5596 2.732 CH L
545333 1 1 -0.5322 4.147 FF L
545333 0 1 -1.5691 1.9914 CH L
545333 0 0 0.2175 1.9563 FC L
467100 0 1 -0.7519 2.7095 FF L
467100 0 0 -0.5973 2.0042 CU L
467100 2 2 -0.0252 2.6336 FT L
467100 2 1 -0.191 2.9228 FF L
467100 1 1 -1.6171 3.0328 CU L
467100 1 0 -0.7005 2.3698 CH L
467100 0 0 0.158 1.664 CU L
467100 3 1 -0.568 1.8942 FT L
467100 3 0 -0.4988 2.6851 FT L
467100 2 0 0.382 3.3745 FT L
545333 0 2 1.6185 1.7664 FC R
467100 1 0 1.0024 2.5927 FF L
545333 0 1 0.0522 2.7749 FF R
545333 0 0 0.1955 3.0109 FF R
467100 0 0 1.354 2.5065 FF L
467100 1 0 -0.173 2.2514 FT R
545333 3 2 0.245 3.1659 FF R
467100 0 0 1.1774 2.2983 FC R
545333 2 2 1.3434 1.8364 FF R
545333 1 2 1.8606 -0.331 KC R
467100 3 2 -0.1174 2.8574 FF L
467100 3 1 -0.6941 3.0326 FF L
545333 1 2 1.418 2.0219 SL R
467100 2 1 0.4269 4.108 FF L
545333 1 1 0.4731 2.8064 SL R
467100 1 1 -2.1126 2.5009 CH L
545333 0 1 -1.2257 4.0325 FF R
467100 0 1 1.2017 0.5423 CU L
545333 0 0 0.2981 2.5215 FC R
467100 0 0 0.1713 2.3622 FF L
545333 2 0 0.1553 2.2436 FC R
545333 1 0 1.1134 1.0935 FC R
545333 0 0 -0.4366 4.2242 FF R
467100 1 2 0.6772 2.075 FT L
467100 1 1 0.9877 2.5954 FF L
467100 1 0 -0.6924 2.6551 FF L
467100 0 0 0.7353 1.2067 CU L
467100 1 1 0.6261 2.19 FC R
467100 0 1 -0.4392 4.0775 FC R
467100 0 0 -0.0067 3.073 FC R
467100 1 1 0.0057 3.254 FF L
467100 1 0 0.2009 1.8238 CU L
467100 0 0 -1.528 3.632 CU L
467100 1 2 0.8718 2.2994 FC R
467100 1 1 -0.4521 2.7379 FT R
467100 0 1 -1.5658 1.7825 FT R
467100 0 0 -1.0832 2.0251 FT R
467100 2 1 0.0784 1.5591 CH L
545333 1 2 -0.0718 3.2578 KC L
467100 2 0 0.3569 2.9439 FF L
545333 1 1 0.9811 2.6535 FF L
467100 1 0 1.5626 2.4876 FF L
545333 0 1 0.8705 1.171 KC L
467100 0 0 0.0012 3.6775 FF L
545333 0 0 0.727 2.8016 FC L
467100 3 2 -0.0629 2.5393 FT L
545333 0 1 -0.6999 3.2039 FF R
545333 0 0 0.7516 2.3914 FC R
467100 3 2 1.0476 2.7713 FF L
467100 3 2 -0.0194 3.1598 FF L
545333 1 2 1.8808 0.146 KC L
467100 3 2 -0.8338 2.9038 FT L
545333 1 1 0.9286 2.1361 FC L
467100 2 2 1.1297 3.047 FT L
545333 0 1 1.5381 2.4262 FC L
467100 1 2 1.0466 4.0667 FF L
545333 0 0 0.4681 3.9058 FF L
467100 1 2 0.603 2.8561 FF L
545333 3 0 0.3865 3.2676 FF R
467100 1 1 0.2746 1.6373 CU L
545333 2 0 1.2253 2.4602 FC R
467100 1 0 -0.2124 2.7607 FT L
545333 1 0 1.2341 1.5735 FF R
467100 0 0 1.0654 1.9805 FT L
545333 0 0 1.248 1.3467 FC R
545333 3 2 -0.7383 1.7488 FF L
545333 3 2 0.328 3.0061 FF L
545333 3 1 -0.1114 1.8458 FF L
545333 3 0 -0.3171 2.7524 FF L
545333 2 0 -0.4643 4.0421 FF L
545333 1 0 0.4114 1.2692 FC L
545333 0 0 0.0939 4.2782 FF L
545333 1 0 0.1813 2.1048 FF L
545333 0 0 -1.047 3.615 FF L
501985 0 1 -0.0064 2.9134 SL L
501985 0 0 0.3464 2.8552 SL L
501985 2 2 -0.2215 1.4261 CH R
501985 1 2 -1.6516 0.8642 SL R
501985 1 1 0.1219 1.8415 CH R
501985 1 0 0.0472 2.9184 FF R
501985 0 0 0.8554 3.5884 CH R
501985 3 2 0.4524 2.4019 FF L
501985 3 2 0.8094 3.763 FF L
501985 3 1 -0.0225 3.1027 FF L
501985 2 1 -1.1296 1.3137 SL L
501985 1 1 -1.2178 2.1706 FF L
501985 1 0 -0.8679 2.4493 FF L
501985 0 0 -0.9013 3.4856 FF L
543037 3 2 -0.4226 3.6235 SL R
543037 3 2 0.2213 3.8911 FF R
543037 3 1 0.4697 2.6668 FF R
543037 2 1 -1.7614 2.4925 CH R
543037 1 1 1.3928 0.7268 SL R
543037 0 1 -0.3759 1.4023 FF R
543037 0 0 -0.429 2.4916 FF R
543037 1 2 -0.5044 2.9169 KC L
543037 0 2 0.9218 4.0185 FF L
543037 0 1 -1.1072 3.3707 FF L
543037 0 0 -1.0853 2.0286 CH L
501985 3 2 0.9168 1.9777 FF R
543037 3 2 0.6846 3.4968 SL L
543037 2 2 0.792 1.2362 SL L
501985 3 1 -0.3156 3.3415 SL R
501985 2 1 0.2782 0.9079 CH R
543037 2 2 -0.9021 3.1596 FF L
543037 1 2 -1.4604 2.631 CH L
501985 1 1 0.9814 3.4218 CH R
543037 1 1 0.2281 3.2527 FF L
501985 1 0 -0.0447 2.4703 KC R
501985 0 0 0.6938 1.37 KC R
543037 1 0 -0.4866 3.3225 SL L
543037 0 0 1.3682 0.3585 SL L
501985 0 1 -0.2222 2.4013 SL L
501985 0 0 -0.8392 1.8625 SL L
501985 3 2 0.0972 3.551 FF R
501985 3 2 -0.32 3.1745 FF R
501985 2 2 1.2201 2.969 FF R
501985 2 1 -0.4997 3.6047 FF R
501985 2 0 -0.6392 3.2825 FF R
501985 1 0 -1.5117 2.0729 SL R
501985 0 0 1.2957 2.4285 CH R
543037 1 2 -0.2432 3.7056 SL L
543037 1 1 0.7985 2.0213 SL L
501985 1 2 -0.0762 3.2491 FF R
543037 0 1 1.211 2.6215 FF L
543037 0 0 0.6543 2.8944 SL L
501985 0 2 1.0704 4.8337 FF R
501985 0 1 -0.0981 1.9898 SL R
543037 3 2 1.5857 1.5663 FF L
543037 3 1 -0.0942 3.7554 FF L
501985 0 0 -0.899 2.5255 SL R
543037 2 1 -1.0737 3.3383 FF L
501985 1 1 -0.4231 3.3874 FF R
501985 0 1 0.9403 1.1873 CH R
543037 1 1 0.0181 3.7686 SL L
543037 1 0 -0.1348 3.0569 FF L
501985 0 0 0.1088 2.5733 KC R
501985 2 1 -0.6261 3.009 FF R
543037 0 0 0.9186 3.1415 FF L
543037 2 2 0.881 1.4866 SL L
501985 1 1 -1.6205 2.1754 SL R
501985 0 1 -1.2177 2.5148 FF R
543037 2 1 -0.1921 2.6776 FF L
501985 0 0 -0.5616 2.6538 FF R
543037 2 0 -0.6217 2.9015 FF L
543037 1 0 -1.2955 2.7563 FF L
543037 0 0 -0.0032 3.9969 FF L
543037 1 2 1.105 1.8488 SL R
543037 0 2 1.2666 1.9369 SL R
543037 0 1 0.8182 3.867 FF R
543037 0 0 1.1109 1.3755 SL R
543037 1 0 -0.0465 2.5821 FF L
543037 0 0 0.6623 0.9978 FF L
543037 1 2 -1.1826 2.0627 CH L
543037 0 2 -2.1449 2.7817 CH L
543037 0 2 -0.27 2.8741 FF L
543037 0 1 -0.7351 3.8162 FF L
543037 0 0 -0.5098 1.6899 FF L
501985 0 0 -0.6894 2.6999 FF L
501985 3 2 -0.576 3.1315 FF R
501985 3 1 0.5038 2.4472 CH R
501985 2 1 1.8689 2.2751 CH R
501985 1 1 -1.5339 0.3533 SL R
501985 1 0 -0.4542 2.0222 FF R
501985 0 0 -0.0287 1.3364 CH R
501985 1 2 -0.3764 2.4386 KC L
501985 1 1 -0.2679 2.2509 SL L
501985 0 1 -1.2349 2.3492 FF L
543037 1 0 0.6911 2.5711 SL R
501985 0 0 -0.4408 2.1935 SL L
543037 0 0 0.4706 1.2223 SL R
501985 1 1 -0.7603 2.1523 FF R
543037 3 2 0.6186 3.1572 FF L
501985 1 0 0.5555 2.142 KC R
543037 3 1 0.2047 3.5669 FF L
543037 2 1 -0.9717 2.8121 KC L
501985 0 0 -0.3935 4.345 FF R
543037 1 1 1.1499 4.2966 FF L
543037 0 1 -0.1267 4.0845 FF L
543037 0 0 0.3619 3.2575 SL L
543037 1 2 0.2466 3.6995 FF L
543037 0 2 -0.4632 5.8511 FF L
543037 0 2 0.9589 2.4217 SL L
543037 0 1 0.3631 3.3012 FF L
543037 0 0 0.4186 3.4205 FF L
543037 3 0 0.5305 0.5399 FF L
543037 2 0 0.0018 4.1078 FF L
543037 1 0 -1.5418 4.3395 CH L
543037 0 0 -0.9269 0.9761 KC L
501985 1 1 0.9246 3.181 KC L
501985 1 0 -1.0024 2.7066 FF L
501985 0 0 -1.1397 1.7336 KC L
501985 3 2 -0.8976 2.5118 FF R
501985 3 2 0.5234 3.7017 FF R
501985 3 1 -0.2313 3.6982 FF R
501985 2 1 1.2398 1.8345 CH R
501985 1 1 -0.8392 0.4917 KC R
501985 1 0 -0.4235 2.6893 SL R
501985 0 0 -2.0169 2.3542 FF R
501985 1 2 -0.3794 1.6527 SL R
501985 0 2 -1.5681 -1.1885 KC R
501985 0 1 0.0794 3.3564 FF R
501985 0 0 -0.4081 0.9001 KC R
543037 2 2 -0.6272 1.9743 KC L
543037 1 2 -1.4254 3.5093 FF L
543037 1 1 -0.7521 3.0698 FF L
543037 0 1 1.1877 2.9132 FF L
543037 0 0 -0.283 2.522 KC L
543037 1 2 0.2709 3.1854 FF R
543037 0 2 -1.4953 4.0678 KC R
543037 0 1 0.0413 3.5601 FF R
543037 0 0 0.6561 2.5077 FF R
543037 1 1 0.2917 3.2809 SL R
543037 1 0 -0.0598 2.6357 FF R
543037 0 0 0.9186 1.367 FF R
501985 2 2 0.7972 2.5749 FF R
501985 2 1 -0.3204 2.436 SL R
501985 1 1 -0.678 4.8014 FF R
501985 1 0 0.9444 2.7773 CH R
501985 0 0 -0.9717 0.696 CH R
501985 0 0 -0.8952 2.322 SL R
501985 1 2 -0.6218 3.6214 FF L
501985 1 2 -0.1684 1.2894 KC L
501985 1 1 -0.583 2.0203 FF L
501985 1 0 -0.9711 2.1768 FF L
501985 0 0 -1.4288 0.8516 SL L
543037 1 2 0.2518 3.3101 FF L
543037 1 1 -0.1195 3.2621000000000002 FF L
543037 0 1 -0.0424 3.9759 FF L
543037 0 0 0.4679 3.5184 FF L
543037 2 2 -1.3462 2.2778 CH L
543037 2 2 0.1621 2.5301 SL L
543037 2 1 0.6861 2.9333 FF L
543037 1 1 -0.2045 1.2349 FF L
543037 1 0 -0.6591 3.0878 FF L
543037 0 0 -1.5763 2.924 KC L
501985 2 0 -0.5996 2.3301 FF R
543037 2 2 0.7969 3.0108 FF R
543037 2 2 0.8496 2.9738 SL R
501985 1 0 -1.4485 3.1712 FF R
501985 0 0 0.644 0.9255 CH R
543037 1 2 1.3073 1.6389 SL R
543037 1 1 -1.1337 2.9839 FF R
501985 2 2 0.8114 2.318 CH L
543037 1 0 0.365 2.2181 FF R
501985 1 2 -1.5284 2.5768 SL L
501985 1 1 -0.7182 2.205 SL L
543037 0 0 1.6365 0.7858 SL R
501985 0 1 -1e-4 3.5418 FF L
501985 0 0 -0.2428 2.1395 SL L
501985 2 0 -0.6569 3.3831 FF R
501985 1 0 -0.3029 0.1988 KC R
501985 0 0 -0.9713 3.6193 FF R
543037 1 2 1.6309 -1.3576 KC L
501985 2 2 -0.3879 2.9518 KC L
543037 0 2 1.1395 2.7018 FF L
501985 1 2 0.0767 0.6108 CH L
543037 0 1 0.3251 2.9348 FF L
501985 1 1 -0.0919 2.2222 SL L
543037 0 0 0.4132 3.0779 FF L
501985 0 1 -0.7489 1.0328 SL L
501985 0 0 -0.7406 1.7607 SL L
543037 1 2 0.0672 2.1991 SL L
543037 1 1 -0.3827 3.9749 FF L
501985 0 1 0.1887 2.884 CH R
543037 1 0 0.4407 1.9599 FF L
501985 0 0 -0.4626 3.3687 KC R
543037 0 0 0.2429 3.5497 SL L
501985 3 1 0.6421 1.2992 CH R
501985 2 1 -1.6693 1.8055 FF R
543037 0 0 -0.66 2.5018 FF L
543037 3 2 -0.3085 2.5603 FF L
501985 1 1 2.3215 3.7905 CH R
501985 0 1 -1.3591 1.437 SL R
543037 2 2 0.3658 3.3668 KC L
543037 2 2 -0.1525 2.07 FF L
501985 0 0 0.591 1.8802 CH R
543037 2 1 -0.1391 2.7618 FF L
501985 2 2 -1.0891 3.2706 FF R
501985 1 2 -0.6849 1.4794 CH R
543037 1 1 0.8742 2.2194 FF L
543037 0 1 -0.0879 3.4315 FF L
501985 0 2 -1.4849 4.3302 FF R
543037 0 0 0.0528 2.3841 FF L
501985 0 1 -0.3886 3.3439 FF R
501985 0 0 0.6213 2.4272 CH R
501985 2 1 -0.191 1.8176 SL R
501985 1 1 -1.7794 1.7212 FF R
501985 0 1 -1.2601 2.3417 FF R
501985 0 0 -0.4191 2.64 FF R
434378 3 2 0.4093 1.9938 FF R
434378 3 2 -0.075 1.9079 FF R
434378 2 2 1.5641 0.5947 SL R
434378 2 1 0.1065 2.5317 FF R
434378 1 1 0.4222 4.0382 FF R
434378 0 1 0.9047 3.4253 FF R
434378 0 0 -0.0612 2.7863 FF R
434378 1 2 0.3537 1.6388 SL L
434378 1 1 0.3399 1.9618 CU L
434378 0 1 0.1332 5.188 FF L
434378 0 0 0.3191 3.5611 FF L
434378 0 2 1.236 1.9735 SL R
434378 0 1 0.3256 2.3271 FF R
434378 0 0 0.3665 1.8076 FF R
434378 2 2 0.8111 1.8953 CU L
434378 2 2 0.1325 2.2568 SL L
434378 2 1 0.1886 2.5878 FF L
434378 1 1 0.5602 3.9608 FF L
434378 1 0 -0.3165 2.7195 FF L
434378 0 0 0.9512 3.3203 FF L
434378 1 2 -0.4315 2.9312 FF R
434378 0 2 0.5299 4.3685 FF R
434378 0 1 -0.2739 3.1699 FF R
434378 0 0 0.7457 3.1591 FF R
434378 0 2 0.7231 1.9178 FF L
434378 0 1 -0.1327 3.5083 FF L
434378 0 0 -0.1132 2.751 FF L
450203 3 2 0.168 1.8056 FT R
450203 3 1 -0.1302 2.5061 FT R
450203 3 0 -0.8788 2.2442 FT R
450203 2 0 1.4661 1.9807 FT R
450203 1 0 -1.6138 3.1718 FT R
450203 0 0 0.8363 2.9883 FT R
434378 0 0 -0.5737 2.6678 FF L
450203 2 2 0.2371 2.8802 CU L
434378 0 0 0.0536 3.369 FF R
450203 2 2 -1.0186 2.6063 FF L
434378 3 2 0.85 2.1481 FF L
450203 2 1 -0.5791 2.8452 FC L
608337 0 1 0.3086 3.3314 FF L
434378 3 2 0.1267 2.7924 FF L
434378 3 1 -0.0034 3.2909 FF L
450203 1 1 -1.4781 3.9087 FF L
608337 0 0 -0.2283 2.3672 CH L
608337 2 2 0.1219 3.9775 FF R
450203 1 0 -0.2856 2.5957 FF L
434378 2 1 0.956 3.6078 FF L
608337 2 1 0.1665 1.6693 CH R
450203 0 0 -0.9804 2.9421 FF L
434378 1 1 -0.4803 4.1772 FF L
434378 1 0 0.1314 3.4902 FF L
608337 1 1 -1.0028 1.6893 CH R
608337 0 1 0.6608 1.5592 SL R
434378 0 0 0.8882 2.3024 CU L
608337 0 0 0.2798 2.2429 SL R
608337 2 2 0.4941 2.7328 FF L
608337 2 2 -0.4447 2.9586 CH L
608337 1 2 -0.5197 0.9414 CH L
621107 0 1 0.5362 2.1958 CU R
608337 1 2 -0.6304 2.5974 FF L
621107 0 0 0.7735 2.3123 FT R
608337 1 2 -0.7317 4.1053 FF L
621107 0 1 0.0562 1.5747 CH L
608337 0 2 1.4884 1.5231 SL L
621107 0 0 0.4429 1.778 FT L
608337 0 2 0.7684 2.8728 FF L
621107 1 2 0.2406 2.4463 FT R
621107 0 2 -0.5899 1.0251 FT R
608337 0 1 -0.2317 3.2699 FF L
608337 0 0 0.0761 2.7096 FF L
621107 0 1 0.3594 2.2476 FT R
621107 0 0 0.4042 1.9134 FT R
608337 0 0 -0.0399 2.162 FF L
608337 1 2 0.1397 3.4928 FF R
571578 2 0 0.3329 2.1627 SL R
571578 1 0 1.1106 1.5126 FT R
608337 1 1 -0.0026 2.4778 FF R
571578 0 0 -1.3027 2.2372 FF R
608337 0 1 -1.3107 2.5407 FF R
571578 3 2 -0.8481 1.5403 FT R
608337 0 0 0.7175 3.0061 FF R
608337 3 1 0.5374 2.07 FF L
571578 2 2 -0.5681 1.3342 FT R
571578 1 2 1.1445 4.6069 FT R
608337 3 0 -0.4613 3.1421 FF L
434378 2 2 0.4966 1.0659 SL R
434378 2 1 0.0026 3.7053 FF R
571578 1 2 0.0786 1.8455 SL R
608337 2 0 0.5422 0.944 FF L
608337 1 0 -1.2719 3.1828 CH L
571578 1 1 -0.0636 1.5051 SL R
450203 1 2 1.1396 2.3084 FF R
434378 1 1 1.1704 1.8246 SL R
571578 0 1 0.6796 0.6991 SL R
608337 0 0 2.2807 2.0971 FF L
