Num HR HRyr HRgm Date BatTeam HomeAway DefTeam Pitcher Score Inn Out RoB RBI BOP Pos WPA bWE "Play Description" Player Birthdate Age
305 305 28 1 2012-08-06 DET NA NYY "Ivan Nova" "ahead 1-0" "b 4" 1 --- 1 3 5 0.106 77% "Home Run (Fly Ball to Deep CF)" Cabrera 04-18-1983 29.30321697467488
306 306 29 1 2012-08-07 DET NA NYY "Phil Hughes" "behind 0-2" "b 4" 0 --- 1 3 5 0.117 43% "Home Run (Fly Ball to Deep LF)" Cabrera 04-18-1983 29.305954825462013
307 307 30 1 2012-08-15 DET @ MIN "Cole De Vries" "tied 0-0" "t 1" 2 --- 1 3 5 0.104 57% "Home Run (Fly Ball to Deep RF Line)" Cabrera 04-18-1983 29.32785763175907
308 308 31 1 2012-08-17 DET NA BAL "Tommy Hunter" "tied 0-0" "b 1" 2 --- 1 3 5 0.102 61% "Home Run (Fly Ball to Deep LF-CF)" Cabrera 04-18-1983 29.333333333333332
309 309 32 1 2012-08-24 DET NA LAA "Zack Greinke" "behind 0-2" "b 8" 2 --- 1 3 DH 0.106 20% "Home Run (Fly Ball to Deep LF)" Cabrera 04-18-1983 29.352498288843258
310 310 33 1 2012-08-31 DET NA CHW "Jake Peavy" "tied 0-0" "b 1" 1 1-- 2 3 5 0.165 72% "Home Run (Fly Ball to Deep LF); Dirks Scores" Cabrera 04-18-1983 29.371663244353183
311 311 34 1 2012-09-04 DET NA CLE "Justin Masterson" "behind 0-3" "b 6" 2 1-- 2 3 5 0.196 33% "Home Run (Line Drive to Deep LF); Dirks Scores" Cabrera 04-18-1983 29.38261464750171
312 312 35 1 2012-09-05 DET NA CLE "Ubaldo Jimenez" "tied 0-0" "b 1" 1 -2- 2 3 5 0.15 72% "Home Run (Fly Ball to Deep RF Line); Jackson Scores" Cabrera 04-18-1983 29.38535249828884
313 313 36 1 2012-09-11 DET @ CHW "Jake Peavy" "tied 2-2" "t 5" 2 --- 1 3 5 0.148 60% "Home Run (Fly Ball to Deep LF-CF)" Cabrera 04-18-1983 29.401779603011637
314 314 37 1 2012-09-15 DET @ CLE "Tony Sipp" "ahead 4-0" "t 7" 0 --- 1 3 5 0.025 97% "Home Run (Fly Ball to Deep RF)" Cabrera 04-18-1983 29.412731006160165
315 315 38 1 2012-09-16 DET @ CLE "Joe Smith" "behind 3-5" "t 7" 2 12- 3 3 5 0.498 66% "Home Run (Fly Ball to Deep LF-CF); Infante Scores; Dirks Scores" Cabrera 04-18-1983 29.415468856947296
316 316 39 1 2012-09-18 DET NA OAK "A.J. Griffin" "ahead 2-1" "b 3" 1 --- 1 3 5 0.1 75% "Home Run (Fly Ball to Deep LF Line)" Cabrera 04-18-1983 29.42094455852156
317 317 40 2 2012-09-18 DET NA OAK "Jesse Chavez" "ahead 8-2" "b 8" 0 123 4 3 5 0.001 100% "Home Run (Fly Ball to Deep LF-CF); Laird Scores; Jackson Scores; Garcia Scores" Cabrera 04-18-1983 29.42094455852156
318 318 41 1 2012-09-19 DET NA OAK "Jim Miller" "ahead 4-0" "b 7" 0 --- 1 3 5 0.015 99% "Home Run (Fly Ball to Deep LF)" Cabrera 04-18-1983 29.423682409308693
319 319 42 1 2012-09-22 DET NA MIN "Anthony Swarzak" "ahead 7-0" "b 4" 1 --- 1 3 5 0.009 99% "Home Run (Fly Ball to Deep LF)" Cabrera 04-18-1983 29.43189596167009
320 320 43 1 2012-09-29 DET @ MIN "Casey Fien" "ahead 2-0" "t 8" 0 12- 3 3 5 0.071 98% "Home Run (Line Drive to Deep LF); Jackson Scores; Berry Scores" Cabrera 04-18-1983 29.451060917180012
321 321 44 1 2012-10-01 DET @ KCR "Bruce Chen" "ahead 1-0" "t 6" 1 --- 1 3 5 0.128 76% "Home Run (Fly Ball to Deep RF)" Cabrera 04-18-1983 29.45653661875428
322 322 1 1 2013-04-09 DET NA TOR "Brandon Morrow" "ahead 2-1" "b 4" 2 12- 3 3 5 0.222 90% "Home Run (Fly Ball to Deep RF Line); Jackson Scores; Hunter Scores" Cabrera 04-18-1983 29.976728268309376
323 323 2 1 2013-04-16 DET @ SEA "Aaron Harang" "behind 1-2" "t 5" 2 1-- 2 3 5 0.302 61% "Home Run (Fly Ball to Deep CF); Hunter Scores" Cabrera 04-18-1983 29.9958932238193
324 324 3 1 2013-04-28 DET NA ATL "Cory Gearrin" "ahead 5-3" "b 7" 2 12- 3 3 5 0.098 98% "Home Run (Line Drive to Deep RF); Jackson Scores; Hunter Scores" Cabrera 04-18-1983 30.028747433264886
325 325 4 1 2013-04-30 DET NA MIN "Vance Worley" "tied 0-0" "b 1" 1 -2- 2 3 5 0.153 72% "Home Run (Line Drive to Deep RF); Hunter Scores" Cabrera 04-18-1983 30.034223134839152
326 326 5 1 2013-05-04 DET @ HOU "Lucas Harrell" "ahead 4-0" "t 2" 2 -2- 2 3 5 0.081 93% "Home Run (Line Drive to Deep LF Line); Hunter Scores" Cabrera 04-18-1983 30.04517453798768
327 327 6 2 2013-05-04 DET @ HOU "Jose Cisnero" "ahead 8-0" "t 6" 0 --- 1 3 5 0.003 100% "Home Run (Fly Ball to Deep LF)" Cabrera 04-18-1983 30.04517453798768
328 328 7 1 2013-05-10 DET NA CLE "Corey Kluber" "ahead 4-2" "b 4" 2 1-3 3 3 5 0.152 94% "Home Run (Fly Ball to Deep LF-CF); Infante Scores; Jackson Scores" Cabrera 04-18-1983 30.06160164271047
329 329 8 1 2013-05-14 DET NA HOU "Hector Ambriz" "ahead 5-2" "b 7" 2 --- 1 3 5 0.033 97% "Home Run (Fly Ball to Deep LF)" Cabrera 04-18-1983 30.072553045859
330 330 9 1 2013-05-19 DET @ TEX "Derek Holland" "behind 0-1" "t 3" 0 1-3 3 3 5 0.181 72% "Home Run (Fly Ball to Deep CF-RF); Infante Scores; Hunter Scores" Cabrera 04-18-1983 30.086242299794662
